Player,team,Age,Pos,dominant_hand,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,TB,GIDP,SH,SF,IBB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,WAR,Awards
José Abreu,astros,37.0,1B,Right,35.0,120.0,113.0,10.0,14.0,2.0,0.0,2.0,7.0,0.0,0.0,4.0,28.0,2.0,22.0,4.0,0.0,1.0,0.0,0.124,0.167,0.195,0.361,3.0,0.163,-5.0,-1.7,
Joey Loperfido,astros,25.0,OF,Left,38.0,118.0,106.0,11.0,25.0,5.0,1.0,2.0,16.0,2.0,1.0,7.0,43.0,3.0,38.0,1.0,1.0,1.0,0.0,0.236,0.299,0.358,0.658,87.0,0.289,85.0,0.3,
Trey Cabbage,astros,27.0,RF,Left,45.0,91.0,86.0,12.0,18.0,8.0,0.0,1.0,8.0,1.0,1.0,4.0,34.0,1.0,29.0,1.0,0.0,0.0,0.0,0.209,0.253,0.337,0.59,67.0,0.255,63.0,-0.1,
Ben Gamel,astros,32.0,OF,Left,20.0,69.0,58.0,13.0,15.0,3.0,0.0,1.0,4.0,0.0,0.0,11.0,17.0,0.0,21.0,0.0,0.0,0.0,1.0,0.259,0.377,0.362,0.739,113.0,0.328,113.0,0.2,
Zach Dezenzo,astros,24.0,1B,Right,19.0,65.0,62.0,5.0,15.0,2.0,0.0,2.0,8.0,0.0,0.0,3.0,22.0,0.0,23.0,3.0,0.0,0.0,0.0,0.242,0.277,0.371,0.648,83.0,0.307,98.0,-0.2,
Jason Heyward,astros,34.0,OF,Left,24.0,61.0,55.0,8.0,12.0,2.0,0.0,4.0,9.0,1.0,0.0,5.0,17.0,0.0,26.0,0.0,0.0,0.0,2.0,0.218,0.283,0.473,0.756,111.0,0.316,102.0,0.3,
Shay Whitcomb,astros,25.0,IF,Right,20.0,46.0,41.0,1.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,8.0,0.0,12.0,1.0,0.0,0.0,0.0,0.22,0.304,0.293,0.597,72.0,0.27,72.0,-0.4,
César Salazar,astros,28.0,C,Left,12.0,32.0,25.0,5.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,2.0,10.0,0.0,1.0,2.0,0.0,0.32,0.387,0.4,0.787,126.0,0.344,125.0,0.2,
Grae Kessinger,astros,26.0,IF,Right,22.0,25.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,-48.0,0.111,-42.0,-0.4,
Pedro León,astros,26.0,RF,Right,7.0,21.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.1,0.143,0.1,0.243,-29.0,0.141,-38.0,-0.3,
Cooper Hummel,astros,29.0,LF,Both,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.143,-42.0,-0.1,
Aledmys Díaz,astros,33.0,IF,Right,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,-0.1,
Jacob Amaya,astros,25.0,2B,Right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0.0,
Bryan King,astros,27.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Josh Hader,astros,30.0,P,Left,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Ryan Pressly,astros,35.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,astros,,,Right,161.0,6107.0,5530.0,740.0,1448.0,264.0,16.0,190.0,701.0,93.0,24.0,448.0,1176.0,67.0,2314.0,132.0,12.0,46.0,28.0,0.262,0.322,0.418,0.741,110.0,0.326,111.0,26.3,
Salvador Perez,royals,34.0,C,Right,158.0,652.0,590.0,58.0,160.0,28.0,0.0,27.0,104.0,0.0,0.0,44.0,129.0,11.0,269.0,17.0,0.0,6.0,9.0,0.271,0.33,0.456,0.786,122.0,0.339,116.0,2.5,ASSS
Vinnie Pasquantino,royals,26.0,1B,Left,131.0,554.0,496.0,64.0,130.0,30.0,2.0,19.0,97.0,1.0,0.0,40.0,71.0,4.0,221.0,12.0,1.0,13.0,1.0,0.262,0.315,0.446,0.76,114.0,0.328,108.0,1.1,
Michael Massey,royals,26.0,2B,Left,100.0,356.0,332.0,45.0,86.0,17.0,2.0,14.0,45.0,1.0,0.0,15.0,56.0,3.0,149.0,9.0,2.0,4.0,1.0,0.259,0.294,0.449,0.743,108.0,0.328,108.0,1.6,
Bobby Witt Jr.,royals,24.0,SS,Right,161.0,709.0,636.0,125.0,211.0,45.0,11.0,32.0,109.0,31.0,12.0,57.0,106.0,8.0,374.0,4.0,0.0,8.0,9.0,0.332,0.389,0.588,0.977,174.0,0.416,171.0,9.4,ASMVP-2GGSS
Maikel Garcia,royals,24.0,3B,Right,157.0,626.0,575.0,84.0,133.0,27.0,5.0,7.0,58.0,37.0,2.0,42.0,103.0,0.0,191.0,7.0,4.0,5.0,0.0,0.231,0.281,0.332,0.614,75.0,0.287,69.0,1.2,
MJ Melendez,royals,25.0,LF,Left,135.0,451.0,412.0,44.0,85.0,23.0,3.0,17.0,44.0,4.0,4.0,35.0,113.0,3.0,165.0,3.0,0.0,0.0,1.0,0.206,0.273,0.4,0.674,89.0,0.29,83.0,-0.9,
Kyle Isbel,royals,27.0,CF,Left,136.0,426.0,384.0,62.0,88.0,13.0,8.0,8.0,42.0,11.0,2.0,27.0,88.0,5.0,141.0,4.0,8.0,2.0,0.0,0.229,0.287,0.367,0.654,85.0,0.296,82.0,1.8,
Hunter Renfroe,royals,32.0,RF,Right,120.0,424.0,385.0,44.0,88.0,18.0,0.0,15.0,52.0,1.0,1.0,36.0,84.0,2.0,151.0,10.0,0.0,1.0,0.0,0.229,0.297,0.392,0.689,95.0,0.308,94.0,0.0,
Nelson Velázquez,royals,25.0,DH,Right,64.0,230.0,205.0,31.0,41.0,8.0,1.0,8.0,27.0,2.0,0.0,19.0,61.0,3.0,75.0,6.0,0.0,3.0,0.0,0.2,0.274,0.366,0.64,81.0,0.285,76.0,-0.5,
Freddy Fermin,royals,29.0,C,Right,111.0,368.0,339.0,40.0,92.0,14.0,0.0,6.0,36.0,2.0,0.0,23.0,66.0,2.0,124.0,10.0,1.0,3.0,1.0,0.271,0.319,0.366,0.685,95.0,0.307,92.0,3.0,
Adam Frazier,royals,32.0,UT,Left,104.0,294.0,262.0,35.0,53.0,10.0,1.0,4.0,22.0,3.0,0.0,22.0,59.0,7.0,77.0,0.0,3.0,0.0,0.0,0.202,0.282,0.294,0.576,65.0,0.269,64.0,0.3,
Garrett Hampson,royals,29.0,CF,Right,113.0,231.0,213.0,16.0,49.0,13.0,1.0,0.0,16.0,7.0,2.0,14.0,59.0,0.0,64.0,3.0,2.0,2.0,0.0,0.23,0.275,0.3,0.576,65.0,0.259,56.0,0.4,
Nick Loftin,royals,25.0,IF,Right,56.0,171.0,148.0,15.0,28.0,4.0,0.0,1.0,14.0,1.0,0.0,19.0,24.0,1.0,35.0,4.0,1.0,2.0,0.0,0.189,0.282,0.236,0.519,51.0,0.258,56.0,0.2,
Dairon Blanco,royals,31.0,LF,Right,88.0,132.0,120.0,37.0,31.0,4.0,0.0,4.0,13.0,31.0,7.0,8.0,32.0,1.0,47.0,2.0,1.0,1.0,0.0,0.258,0.308,0.392,0.699,98.0,0.327,85.0,0.1,
Paul DeJong,royals,30.0,3B,Right,37.0,119.0,108.0,15.0,24.0,3.0,0.0,6.0,15.0,0.0,1.0,9.0,44.0,0.0,45.0,1.0,0.0,2.0,0.0,0.222,0.277,0.417,0.694,95.0,0.308,97.0,0.7,
Tommy Pham,royals,36.0,OF,Right,23.0,104.0,101.0,9.0,23.0,3.0,1.0,2.0,8.0,1.0,0.0,3.0,27.0,0.0,34.0,1.0,0.0,0.0,0.0,0.228,0.25,0.337,0.587,66.0,0.272,66.0,0.1,
Yuli Gurriel,royals,40.0,1B,Right,18.0,65.0,54.0,7.0,13.0,3.0,0.0,0.0,6.0,1.0,0.0,9.0,15.0,0.0,16.0,1.0,0.0,2.0,0.0,0.241,0.338,0.296,0.635,84.0,0.289,78.0,0.1,
Robbie Grossman,royals,34.0,DH,Both,16.0,38.0,32.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.125,0.263,0.125,0.388,16.0,0.201,17.0,-0.4,
Drew Waters,royals,25.0,OF,Both,7.0,19.0,16.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.188,0.316,0.25,0.566,65.0,0.265,63.0,0.0,
CJ Alexander,royals,27.0,3B,Left,4.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.25,-28.0,0.112,-48.0,-0.2,
Tyler Gentry,royals,25.0,RF,Right,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,-0.1,
Kris Bubic,royals,26.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
James McArthur,royals,27.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Hunter Harvey,royals,29.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,royals,,,Right,162.0,5982.0,5421.0,735.0,1343.0,264.0,35.0,170.0,711.0,134.0,31.0,429.0,1161.0,52.0,2187.0,95.0,23.0,54.0,22.0,0.248,0.306,0.403,0.71,101.0,0.315,97.0,20.3,
Logan O'Hoppe,angels,24.0,C,Right,136.0,522.0,479.0,64.0,117.0,17.0,1.0,20.0,56.0,2.0,3.0,33.0,155.0,8.0,196.0,7.0,1.0,1.0,0.0,0.244,0.303,0.409,0.712,99.0,0.315,102.0,2.7,
Nolan Schanuel,angels,22.0,1B,Left,147.0,607.0,519.0,62.0,130.0,19.0,0.0,13.0,54.0,10.0,1.0,68.0,103.0,9.0,188.0,14.0,3.0,7.0,0.0,0.25,0.343,0.362,0.706,100.0,0.321,103.0,1.3,
Brandon Drury,angels,31.0,2B,Right,97.0,360.0,325.0,28.0,55.0,7.0,0.0,4.0,15.0,1.0,0.0,27.0,81.0,5.0,74.0,13.0,0.0,3.0,0.0,0.169,0.242,0.228,0.469,34.0,0.228,38.0,-2.0,
Zach Neto,angels,23.0,SS,Right,155.0,602.0,542.0,70.0,135.0,34.0,1.0,23.0,77.0,30.0,10.0,39.0,140.0,16.0,240.0,14.0,4.0,1.0,1.0,0.249,0.318,0.443,0.761,112.0,0.334,112.0,5.1,
Anthony Rendon,angels,34.0,3B,Right,57.0,238.0,206.0,21.0,45.0,10.0,0.0,0.0,14.0,6.0,1.0,23.0,35.0,5.0,55.0,4.0,0.0,4.0,0.0,0.218,0.307,0.267,0.574,65.0,0.283,75.0,0.6,
Taylor Ward,angels,30.0,LF,Right,156.0,663.0,585.0,73.0,144.0,26.0,2.0,25.0,75.0,6.0,4.0,63.0,163.0,7.0,249.0,11.0,0.0,8.0,0.0,0.246,0.323,0.426,0.748,110.0,0.329,111.0,2.3,
Mickey Moniak,angels,26.0,CF,Left,124.0,418.0,392.0,48.0,86.0,17.0,2.0,14.0,49.0,8.0,4.0,21.0,114.0,4.0,149.0,3.0,0.0,1.0,0.0,0.219,0.266,0.38,0.646,80.0,0.283,78.0,-0.1,
Jo Adell,angels,25.0,RF,Right,130.0,451.0,405.0,54.0,84.0,15.0,2.0,20.0,62.0,15.0,10.0,35.0,126.0,7.0,163.0,9.0,0.0,3.0,1.0,0.207,0.28,0.402,0.682,90.0,0.297,90.0,0.9,
Willie Calhoun,angels,29.0,DH,Left,68.0,254.0,229.0,26.0,56.0,16.0,0.0,5.0,20.0,0.0,1.0,23.0,31.0,1.0,87.0,5.0,0.0,1.0,1.0,0.245,0.315,0.38,0.695,96.0,0.301,92.0,-0.2,
Luis Rengifo,angels,27.0,IF,Both,78.0,304.0,283.0,41.0,85.0,13.0,1.0,6.0,30.0,24.0,7.0,16.0,44.0,4.0,118.0,6.0,1.0,0.0,0.0,0.3,0.347,0.417,0.763,115.0,0.344,116.0,1.9,
Kevin Pillar,angels,35.0,CF,Right,83.0,282.0,259.0,37.0,61.0,14.0,1.0,7.0,41.0,10.0,3.0,12.0,61.0,9.0,98.0,10.0,0.0,2.0,0.0,0.236,0.291,0.378,0.669,88.0,0.298,86.0,0.3,
Matt Thaiss,angels,29.0,C,Left,57.0,186.0,157.0,14.0,32.0,9.0,0.0,2.0,16.0,3.0,0.0,28.0,58.0,0.0,47.0,2.0,0.0,1.0,0.0,0.204,0.323,0.299,0.622,78.0,0.295,83.0,0.6,
Mike Trout,angels,32.0,CF,Right,29.0,126.0,109.0,17.0,24.0,1.0,2.0,10.0,14.0,6.0,1.0,16.0,27.0,1.0,59.0,0.0,0.0,0.0,1.0,0.22,0.325,0.541,0.867,139.0,0.372,136.0,1.1,
Michael Stefanic,angels,28.0,2B,Right,40.0,124.0,110.0,8.0,24.0,4.0,0.0,0.0,8.0,0.0,0.0,10.0,20.0,3.0,28.0,5.0,1.0,0.0,0.0,0.218,0.301,0.255,0.555,60.0,0.256,58.0,-0.2,
Luis Guillorme,angels,29.0,IF,Left,50.0,117.0,104.0,6.0,24.0,5.0,1.0,0.0,3.0,1.0,2.0,11.0,23.0,0.0,31.0,4.0,1.0,1.0,0.0,0.231,0.302,0.298,0.6,71.0,0.272,74.0,0.1,
Niko Kavadas,angels,25.0,DH,Left,30.0,106.0,93.0,11.0,17.0,2.0,0.0,4.0,8.0,1.0,0.0,11.0,41.0,2.0,31.0,0.0,0.0,0.0,0.0,0.183,0.283,0.333,0.616,74.0,0.28,74.0,-0.2,
Miguel Sanó,angels,31.0,CI,Right,28.0,95.0,83.0,9.0,17.0,3.0,0.0,2.0,6.0,0.0,0.0,9.0,36.0,2.0,26.0,2.0,0.0,1.0,0.0,0.205,0.295,0.313,0.608,73.0,0.272,70.0,-0.1,
Eric Wagaman,angels,26.0,3B,Right,18.0,74.0,72.0,6.0,18.0,5.0,0.0,2.0,10.0,0.0,0.0,2.0,17.0,0.0,29.0,1.0,0.0,0.0,0.0,0.25,0.27,0.403,0.673,87.0,0.291,83.0,0.4,
Jack López,angels,31.0,MI,Right,27.0,71.0,67.0,4.0,17.0,3.0,0.0,1.0,6.0,0.0,1.0,2.0,25.0,1.0,23.0,2.0,1.0,0.0,0.0,0.254,0.286,0.343,0.629,77.0,0.289,87.0,0.0,
Aaron Hicks,angels,34.0,OF,Both,18.0,63.0,57.0,6.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,23.0,0.0,11.0,1.0,0.0,0.0,0.0,0.14,0.222,0.193,0.415,19.0,0.196,15.0,-0.7,
Kyren Paris,angels,22.0,2B,Right,21.0,59.0,51.0,4.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,7.0,17.0,0.0,11.0,1.0,0.0,0.0,0.0,0.118,0.224,0.216,0.44,26.0,0.225,32.0,-0.3,
Cole Tucker,angels,27.0,UT,Both,24.0,57.0,50.0,3.0,9.0,4.0,1.0,0.0,3.0,3.0,1.0,6.0,17.0,0.0,15.0,0.0,0.0,1.0,0.0,0.18,0.263,0.3,0.563,59.0,0.255,55.0,-0.5,
Gustavo Campero,angels,26.0,RF,Both,13.0,48.0,46.0,6.0,11.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,0.239,0.271,0.348,0.619,74.0,0.305,83.0,-0.1,
Jordyn Adams,angels,24.0,OF,Right,11.0,38.0,35.0,4.0,8.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,12.0,0.0,11.0,1.0,0.0,0.0,0.0,0.229,0.289,0.314,0.604,71.0,0.28,67.0,-0.2,
Ehire Adrianza,angels,34.0,IF,Both,8.0,28.0,26.0,4.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.192,0.25,0.346,0.596,67.0,0.255,58.0,0.1,
Charles Leblanc,angels,28.0,IF,Right,11.0,28.0,21.0,6.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,7.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.19,0.393,0.476,0.869,145.0,0.378,145.0,0.1,
Keston Hiura,angels,27.0,2B,Right,10.0,27.0,27.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.148,0.148,0.148,0.296,-16.0,0.11,-33.0,-0.6,
Niko Goodrum,angels,32.0,CI,Both,4.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.133,-57.0,0.168,-16.0,-0.5,
Bryce Teodosio,angels,25.0,CF,Right,5.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.083,0.083,0.083,0.167,-52.0,0.141,-24.0,-0.2,
Guillo Zuñiga,angels,25.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
José Quijada,angels,28.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,angels,,,Right,162.0,5975.0,5357.0,635.0,1227.0,227.0,15.0,165.0,596.0,133.0,50.0,482.0,1416.0,86.0,1979.0,116.0,12.0,35.0,4.0,0.229,0.301,0.369,0.671,89.0,0.301,90.0,11.6,
Will Smith,dodgers,29.0,C,Right,128.0,544.0,476.0,77.0,118.0,24.0,2.0,20.0,75.0,1.0,1.0,51.0,105.0,9.0,206.0,8.0,0.0,8.0,6.0,0.248,0.327,0.433,0.76,114.0,0.327,112.0,3.5,AS
Freddie Freeman,dodgers,34.0,1B,Left,147.0,638.0,542.0,81.0,153.0,35.0,2.0,22.0,89.0,9.0,2.0,78.0,100.0,10.0,258.0,13.0,0.0,8.0,9.0,0.282,0.378,0.476,0.854,141.0,0.37,142.0,4.7,ASMVP-17
Gavin Lux,dodgers,26.0,2B,Left,139.0,487.0,439.0,59.0,110.0,24.0,2.0,10.0,50.0,5.0,2.0,44.0,110.0,2.0,168.0,8.0,0.0,2.0,0.0,0.251,0.32,0.383,0.703,99.0,0.314,103.0,2.1,
Miguel Rojas,dodgers,35.0,SS,Right,103.0,337.0,307.0,41.0,87.0,21.0,0.0,6.0,36.0,8.0,2.0,23.0,34.0,3.0,126.0,8.0,2.0,2.0,0.0,0.283,0.337,0.41,0.748,111.0,0.329,112.0,3.4,
Max Muncy,dodgers,33.0,3B,Left,73.0,293.0,237.0,47.0,55.0,17.0,0.0,15.0,48.0,1.0,0.0,45.0,77.0,5.0,117.0,1.0,0.0,6.0,3.0,0.232,0.358,0.494,0.852,139.0,0.361,136.0,3.0,
Teoscar Hernández,dodgers,31.0,LF,Right,154.0,652.0,589.0,84.0,160.0,32.0,2.0,33.0,99.0,12.0,3.0,53.0,188.0,8.0,295.0,7.0,0.0,1.0,3.0,0.272,0.339,0.501,0.84,135.0,0.368,141.0,4.3,ASMVP-19SS
Andy Pages,dodgers,23.0,CF,Right,116.0,443.0,403.0,65.0,100.0,23.0,1.0,13.0,46.0,1.0,2.0,29.0,108.0,6.0,164.0,8.0,0.0,4.0,0.0,0.248,0.305,0.407,0.712,100.0,0.31,101.0,1.3,
Jason Heyward,dodgers,34.0,RF,Left,63.0,197.0,173.0,25.0,36.0,10.0,2.0,6.0,28.0,4.0,0.0,17.0,36.0,4.0,68.0,3.0,0.0,3.0,0.0,0.208,0.289,0.393,0.682,92.0,0.3,90.0,0.8,
Shohei Ohtani,dodgers,29.0,DH,Left,159.0,731.0,636.0,134.0,197.0,38.0,7.0,54.0,130.0,59.0,4.0,81.0,162.0,6.0,411.0,7.0,0.0,5.0,10.0,0.31,0.39,0.646,1.036,187.0,0.449,190.0,9.2,ASMVP-1SS
Mookie Betts,dodgers,31.0,UT,Right,116.0,516.0,450.0,75.0,130.0,24.0,5.0,19.0,75.0,16.0,2.0,61.0,57.0,1.0,221.0,10.0,0.0,4.0,2.0,0.289,0.372,0.491,0.863,143.0,0.377,145.0,4.8,ASMVP-13SS
Kiké Hernández,dodgers,32.0,3B,Right,126.0,393.0,362.0,44.0,83.0,16.0,0.0,12.0,42.0,0.0,0.0,27.0,77.0,0.0,135.0,13.0,1.0,3.0,0.0,0.229,0.281,0.373,0.654,84.0,0.294,88.0,1.3,
Chris Taylor,dodgers,33.0,UT,Right,87.0,246.0,213.0,28.0,43.0,7.0,1.0,4.0,23.0,5.0,1.0,28.0,76.0,2.0,64.0,5.0,1.0,2.0,0.0,0.202,0.298,0.3,0.598,71.0,0.289,82.0,-0.1,
Austin Barnes,dodgers,34.0,C,Right,54.0,156.0,140.0,12.0,37.0,3.0,0.0,1.0,11.0,3.0,0.0,14.0,36.0,0.0,43.0,3.0,2.0,0.0,0.0,0.264,0.331,0.307,0.638,83.0,0.294,85.0,0.7,
James Outman,dodgers,27.0,CF,Left,53.0,156.0,136.0,12.0,20.0,4.0,0.0,4.0,11.0,2.0,1.0,16.0,55.0,4.0,36.0,0.0,0.0,0.0,0.0,0.147,0.256,0.265,0.521,49.0,0.24,50.0,-0.4,
Tommy Edman,dodgers,29.0,UT,Both,37.0,153.0,139.0,20.0,33.0,5.0,1.0,6.0,20.0,6.0,0.0,11.0,30.0,1.0,58.0,2.0,0.0,2.0,0.0,0.237,0.294,0.417,0.711,99.0,0.321,101.0,0.9,
Cavan Biggio,dodgers,29.0,CI,Left,30.0,88.0,73.0,11.0,14.0,1.0,0.0,3.0,10.0,0.0,0.0,10.0,28.0,2.0,24.0,0.0,2.0,0.0,0.0,0.192,0.306,0.329,0.635,81.0,0.287,83.0,-0.2,
Miguel Vargas,dodgers,24.0,LF,Right,30.0,80.0,71.0,11.0,17.0,4.0,0.0,3.0,9.0,1.0,0.0,8.0,16.0,0.0,30.0,1.0,0.0,1.0,0.0,0.239,0.313,0.423,0.735,106.0,0.319,104.0,0.3,
Kevin Kiermaier,dodgers,34.0,CF,Left,34.0,64.0,59.0,7.0,12.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,20.0,1.0,19.0,1.0,2.0,0.0,0.0,0.203,0.242,0.322,0.564,58.0,0.263,74.0,0.1,
Nick Ahmed,dodgers,34.0,SS,Right,17.0,49.0,48.0,6.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.229,0.245,0.292,0.537,52.0,0.241,47.0,-0.1,
Hunter Feduccia,dodgers,27.0,C,Left,5.0,14.0,12.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.333,0.429,0.333,0.762,121.0,0.354,132.0,0.1,
Amed Rosario,dodgers,28.0,IF,Right,5.0,12.0,11.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.273,0.333,0.364,0.697,98.0,0.281,96.0,0.1,
Taylor Trammell,dodgers,26.0,OF,Left,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-123.0,-0.2,
Team Totals,dodgers,,,Right,162.0,6255.0,5522.0,842.0,1423.0,291.0,26.0,233.0,815.0,136.0,23.0,602.0,1336.0,64.0,2465.0,99.0,10.0,51.0,33.0,0.258,0.335,0.446,0.781,120.0,0.343,122.0,39.6,
Nick Fortes,marlins,27.0,C,Right,110.0,335.0,308.0,28.0,70.0,16.0,0.0,4.0,29.0,0.0,1.0,11.0,41.0,4.0,98.0,6.0,7.0,5.0,0.0,0.227,0.259,0.318,0.577,60.0,0.249,44.0,0.0,
Josh Bell,marlins,31.0,1B,Both,104.0,441.0,398.0,38.0,95.0,18.0,1.0,14.0,49.0,0.0,0.0,34.0,88.0,5.0,157.0,13.0,0.0,3.0,1.0,0.239,0.305,0.394,0.699,93.0,0.31,88.0,-0.8,
Otto López,marlins,25.0,2B,Right,117.0,434.0,403.0,49.0,109.0,23.0,1.0,6.0,39.0,20.0,4.0,25.0,75.0,1.0,152.0,13.0,2.0,2.0,0.0,0.27,0.313,0.377,0.69,91.0,0.32,91.0,2.6,
Xavier Edwards,marlins,24.0,SS,Both,70.0,303.0,265.0,39.0,87.0,12.0,5.0,1.0,26.0,31.0,4.0,33.0,52.0,0.0,112.0,0.0,1.0,4.0,1.0,0.328,0.397,0.423,0.82,129.0,0.383,128.0,2.0,
Jake Burger,marlins,28.0,3B,Right,137.0,579.0,535.0,68.0,134.0,23.0,1.0,29.0,76.0,1.0,1.0,31.0,150.0,9.0,246.0,11.0,0.0,4.0,2.0,0.25,0.301,0.46,0.76,107.0,0.327,100.0,0.5,
Nick Gordon,marlins,28.0,LF,Left,95.0,275.0,260.0,29.0,59.0,11.0,1.0,8.0,32.0,5.0,5.0,11.0,67.0,1.0,96.0,5.0,0.0,3.0,0.0,0.227,0.258,0.369,0.627,72.0,0.263,58.0,-1.7,
Jazz Chisholm Jr.,marlins,26.0,CF,Left,101.0,430.0,386.0,46.0,96.0,14.0,4.0,13.0,50.0,22.0,8.0,39.0,107.0,4.0,157.0,4.0,0.0,1.0,5.0,0.249,0.323,0.407,0.73,101.0,0.323,96.0,1.2,
Jesús Sánchez,marlins,26.0,RF,Left,149.0,537.0,489.0,60.0,123.0,25.0,1.0,18.0,64.0,16.0,2.0,41.0,140.0,4.0,204.0,12.0,1.0,2.0,2.0,0.252,0.313,0.417,0.731,101.0,0.326,96.0,0.7,
Bryan De La Cruz,marlins,27.0,DH,Right,105.0,454.0,424.0,44.0,104.0,19.0,0.0,18.0,51.0,3.0,1.0,25.0,118.0,2.0,177.0,8.0,0.0,2.0,1.0,0.245,0.289,0.417,0.707,93.0,0.309,87.0,-0.2,
